title,description
Thực Tập Sinh IOS,"Nắm kiến thức về OOP, data structures & algorithms Hiểu biết về object-oriented programming concepts.Tối thiểu 3 tháng kinh nghiệm phát triển IOS bằng Objective-C / SwiftCó Kiến thức về iOS frameworks (Eg. Core Data, Core Animation, etc.) Apple’s design principles, và cách xử lý các kích thước màn hình khác nhauBiết sử dụng API RESTful để kết nối ứng dụng IOS với các dịch vụ phụ trợ"
Product Owner (Senior),"- Bachelor‘s degree in Business, Software Development, or a related field (or equivalent experience).- 3+ years of experience in product management or product ownership roles.- Proven track record in successfully managing and launching digital products.- Deep understanding of Agile/Scrum principles and experience leading teams using these frameworks.- Expertise in defining product vision, roadmap, and prioritization.- Strong analytical skills, data-driven decision-making, and a user-centric mindset.- Ability to influence and collaborate with cross-functional teams.- Demonstrated proficiency in stakeholder management.- Domain knowledge in retail, eCommerce, or fintech is highly advantageous."
IT Recruitment Intern,"● Sinh viên năm 3, 4 các trường Đại học/Cao đẳng không yêu cầu về chuyên ngành. ● Có định hướng công việc về lĩnh vực Tuyển dụng. ● Có laptop cá nhân. ● Làm việc tối thiểu 07 buổi/tuần (buổi sáng hoặc buổi chiều, thời gian sắp xếp linh động). ● Thời gian thực tập tối thiểu 03 tháng, có thể tiếp tục thực tập 03 - 06 tháng tiếp theo nếu làm tốt. ● Giao tiếp tốt và tinh thần học hỏi cao."
Nhân Viên Lập Trình Web,"- Tốt nghiệp ĐH, CĐ, ưu tiên ứng viên tốt nghiệp chuyên ngành liên quan đến lập trình, CNTT...- Các bạn SV mới ra trường chưa có kinh nghiệm chỉ cần nắm chắc kiến thức cơ bản đã học và đã đi thực tập 2-3 tháng, sẽ được đào tạo thêm.- Có thể sử dụng ngôn ngữ: C#.- Ưu tiên kinh nghiệm viết RESTful API.- Hiểu biết tốt về UI/UX- Đã từng dùng hoặc có khái niệm về source control.- Có trách nhiệm và kỷ luật cao trong công việc."
PQA Intern,"Sinh viên năm 4 hoặc mới ra trường các trường Đại học khoa Quản lý công nghiệp, Khoa học dữ liệu hoặc Công nghệ thông tinCó kinh nghiệm sử dụng PowerBI, Looker Studio hoặc TableauLà người kiên nhẫn, quyết đoán, chủ động, nhiệt tình và trách nhiệmƯu tiên ứng viên có định hướng phát triển thành Data Analyst và kỹ năng làm việc với Python và SQL"
On Job Training Tester,"Có khả năng full-time hoàn toàn từ Thứ 2 đến Thứ 6Sắp tốt nghiệp hoặc đã tốt nghiệp chuyên ngành Công nghệ thông tin, hệ thống thông tin, hoặc các chuyên ngành ICT liên quanCó khả năng đọc hiểu tài liệu và giao tiếp tiếng Anh tốt (tương đương trình độ B2 trở lên)Có khả năng nghiên cứu và sử dụng các công cụ hỗ trợ kiểm tra sản phẩm phần mềm.Hiểu biết cơ bản về các giai đoạn kiểm thử (Unit Test, Integration Test, Fuctional Test,...)Cẩn thận, tỉ mỉ, yêu nghề test và có khả năng cam kết làm lâu dài."
"Middle Java (Spring Boot, MySQL)","Từ 03 năm kinh nghiệm làm việc với Java (Spring Boot).Hiểu biết về RDBMS (VD: PostgreSQL, MySQL, MSSQL, Oracle).Nắm vững lập trình hướng đối tượng (OOP).Hiểu biết về thiết kế hệ thống, design pattern.Hiểu biết và đã sử dụng Docker.Có kinh nghiệm viết Unit Test.Có tư duy tốt, linh hoạt và khả năng phản biện.Có khả năng làm việc tự chủ và kỹ năng làm việc theo nhóm.Có khả năng dẫn dắt, truyền cảm hứng cho các thành viên trong nhóm dự án.Bạn có lợi thế khi:Có thể sử dụng công cụ Version Control như Git (Git flow).Có kinh nghiệm thiết kế kiến trúc hệ thống, database và tạo tài liệu liên quan.Có kinh nghiệm về AWS: EC2, RDS, Cloudwatch.Hiểu biết thêm về Framework Frontend (ReactJS, VueJS).Có kinh nghiệm về Kafka, Kubernetes.Có thể làm việc theo mô hình ScrumĐọc hiểu tài liệu Tiếng Anh (và tiếng Nhật)."
Fullstack Developer (Yêu Cầu 3 Năm Kinh Nghiệm),"- Trình độ: Middle, Senior- Tốt nghiệp chuyên ngành CNTT hoặc có liên quan- Có ít nhất 03 năm kinh nghiệm về lập trình back-end: Java, Spring MVC, Spring Boot, Hibernate, vv... - Có kinh nghiệm/kiến thức về cơ sở dữ liệu: MySQL, MongoDB, PostgreSQL,vv...- Có kiến thức về lập trình front-end: HTML, CSS, JavaScript, Jquery, vv...- Có kinh nghiệm/kiến thức về ReactJS, Android Native(Java, Kotlin), IOS (Objective-c, Swift), C# (WinForm, WPF ),  Python là một lợi thế- Có mong muốn gắn bó lâu dài"
Thực Tập Sinh Kinh Doanh,"- Tốt nghiệp/ hoặc Sắp tốt nghiệp Cao Đẳng trở lên;- Có kinh nghiệm là một lợi thế;- Sử dụng thành thạo Word, Excel;- Kỹ năng giao tiếp và truyền đạt thông tin tốt;- Trung thực, chăm chỉ và tận tâm với công việc;- Ưu tiên những ứng viên có mong muốn gắn bó lâu dài."
Lập Trình Viên Android,"Thành thạo phát triển Android bằng các ngôn ngữ Java/Kotlin - C++/Python/C#.  Kiến thức vững chắc về Android SDK, các phiên bản Android khác nhau và cách xử lý các kích thước màn hình khác nhau.Nắm rõ về OOP, cấu trúc dữ liệu và giải thuật.Có tư duy tốt về logic, thuật toán.Hơn 1 năm kinh nghiệm phát triển ứng dụng di động tại các công ty phần mềm/sản phẩm kỹ thuật số.Kinh nghiệm lập trình đa nền tảng."
Business Analyst,"Presentation, communication, and technical writing skills, with the ability to convey simple and complex information to technical and non-technical audiences.Good at logical thinking and analysis skills.Experience on web application and mobileGood at English (especially in writing)Have good skills at: Teamwork, Communication and Presentation.Priority: Experience with Finance, Banking,...Basic technical knowledge"
Prompt Engineer,"2+ years of experience working with AI/ML systems, particularly in prompt engineering, NLP, or similar fields;Experience with vector databases and optimizing data retrieval systems;Strong understanding of how prompts affect model performance;Excellent English, especially writing skills; Ability to write clear, concise documentation and guidelines;Strong communication skills with the ability to train and support employees in different departments;Proficiency in Python or other scripting languages commonly used in AI/ML environments is a plus."
Cán Bộ Hỗ Trợ Kỹ Thuật (Presales),"Tốt nghiệp đại học chuyên ngành CNTT hoặc Điện tử Viễn thôngCông ty sẵn sàng đào tạo các bạn fresher nếu phù hợpNắm được các kiến thức: Hệ thống máy chủ, hệ thống lưu trữ, sao lưu, các phần mềm quản trị hệ thống, hệ điều hành Windows Server, Linux/Unix.Có kiến thức cơ bản về các giải pháp bảo mật hệ thống CNTTTiếng Anh giao tiếp, có thể trao đổi với đối tác nước ngoài, đọc hiểu các tài liệu kỹ thuật."
IT Helpdesk,"Tốt nghiệp Trung cấp/ Cao đẳng chuyên nghành CNTT/ Phần mềm/ Kỹ thuật máy tính,...Có khoảng 03 năm kinh nghiệm đã từng làm việc thực tế. Ưu tiên ứng viên có kinh nghiệm làm ngành F&BCó thể di chuyển thường xuyên đến các chuỗi cửa hàng tại nội thành Hà Nội"
Triển Khai Phần Mềm,"- Nam (vị trí triển khai) / Nữ (vị trí hỗ trợ triển khai)- Ưu tiên ứng viên đã có kinh nghiệm triển khai phần mềm.- Chấp nhận và sẵn sàng đi công tác ngắn/dài ngày.- Có tinh thần trách nhiệm cao và tuân thủ kỷ luật.- Kỹ năng giao tiếp, khả năng làm việc tập trung để đáp ứng kịp tiến độ và làm việc dưới áp lực cao.- Cẩn thận, trung thực, hoà đồng."
Customer Success Manager (CRM & ERP),"Kinh nghiệm: Ít nhất 3 năm kinh nghiệm ở vị trí Customer Success, Account Manager hoặc tương tự, ưu tiên có kinh nghiệm làm việc với các sản phẩm ERP & CRMNgôn ngữ: Tiếng Anh thành thạo (cả nói và viết)Kiến thức: Hiểu biết sâu về hệ thống ERP & CRM, cùng với khả năng phân tích và giải quyết vấn đềKỹ năng giao tiếp: Khả năng giao tiếp tốt, có thể tương tác hiệu quả với khách hàng ở mọi cấp độKỹ năng phân tích: Khả năng phân tích dữ liệu khách hàng để đề xuất các giải pháp cải thiệnKỹ năng quản lý thời gian: Có khả năng quản lý nhiều khách hàng cùng lúc và đáp ứng kịp thời các yêu cầu của họ"
Flutter Developer,"Tối thiểu 3 năm kinh nghiệm làm flutterCó kinh nghiệm làm việc với iOS hoặc AndroidCó kiến thức tốt về Software Engineering : OOP, Data structures and algorithm, design patterns, UMLCó kiến thức về UI/UXCó kinh nghiệm làm việc với backend API (RESTful)Có hiểu biết về sử dụng các dịch vụ của AWS, Firebase trong quá trình phát triển App là một lợi thếThái độ chăm chỉ, cầu tiến chịu được áp lực công việc"
IT Infrastructure Support,"English proficiency.Bachelor’s degree in a computer-related field5+ years’ experience in a network engineer/ administration roleGood knowledge of LAN/WAN networks, TCP/IP protocols and network technologiesExperience with Cisco switches and routersHands-on experience with common software and hardwareMCSA/MCSE/CCNA qualifications are strongly preferredAble to work under high pressure and tight deadline.Good time management skills"
Mobile Developer,"At least 2 years of hands-on experience in mobile development with proficiency in React Native.Strong knowledge of mobile development best practices, including state management, component-based architecture, and API integration.Familiarity with native iOS/Android development is a plus.Good understanding of UI/UX principles to ensure a seamless user experience.Strong problem-solving skills and the ability to work independently or as part of a team.English: reading, writing."
Chuyên Viên Dịch Vụ CNTT (IT Helpdesk),"Tốt nghiệp Cao đẳng trở lên chuyên ngành Công nghệ Thông tinCó ít nhất 01 năm kinh nghiệm làm tại vị trí quản trị dự án Công nghệ Thông tin; quản trị dịch vụ Công nghệ Thông tin; tích hợp và triển khai các dự án Công nghệ Thông tin;Có kinh nghiệm hỗ trợ hướng dẫn người dùng, vận hành Core Flexcube và Phân quyền Core Flexcube, hiểu biết nghiệp vụ giao dịch tại quầy, tiền gửi. Dùng được PL/SQL hoặc ngôn ngữ tương đương.Ứng viên có kinh nghiệm làm việc tại ngân hàng là một lợi thế."
Fresher/Junior BrSE Tiếng Nhật,"Tiếng Nhật N2 giao tiếp tốt (hoặc tương đương)Tối thiểu 1 năm kinh nghiệm phát triển phần mềmƯu tiên ứng viên có kinh nghiệm quản lý nhóm 2-3 người; nếu chưa có kinh nghiệm sẽ được đào tạoCó trách nhiệm cao trong công việc và giao tiếp/interpersonal tốtKỹ năng tư duy logic và thuật toán tốt, phân tích và giải quyết vấn đề"
.Net Developer,"ASP .NET 4+, .NET Core 2.0, Asp.NET MVC, Core MVC, Webforms, OOPREST Api development, document request model, and offline storageJavaScript, HTML 5, CSS 3Ajax request in JQuery LibXML, JSON data structure, know how to parse and re-present JSON/ XMLWCF service provider, consumer and configurationEntity Framework (EF)MS, SQL 2008 R2+, SP, trigger, view and basic DBA skillCan communicate in English"
